UniProtID,UniRef50_Cluster
P20591,"P20591,Q5R5G3,A1E2I4,H9KVC9,H9KVD0,A0A2I3SZ44,K7ATU3,A0A2J8M841,A0A2J8M836,A0A2J8M850"
P20592,"P20592,A1E2I5,Q4ADG6,P27594,C9JEL4,Q75MY7,C9JZQ9,C9JS04,Q75MY8,A0A2R9AMN8"
P20594,"Q6VVW5,P46197,P20594,P16067,A0A6P5PIS1,Q8R1P8,A0A836AA64,A0A7F8RPQ5,A0A8J6KUV5,A4UQL7"
P20618,"P20618,Q9IB84,Q9IB83,A0A140VK45,H2QU28,A0A6D2X281,A0A2R9BX98,A0A8C2QTJ7,A0A8C2NKZ1,A0A8D1CNM5"
P20645,"P20645,P11456,Q6AY20,P24668,H2Q5D8,A0A6D2X1J5,A0A2R9BLX5,F5GXE0,A0A2J8IZ30,F5GXU0"
P20648,"P19156,P20648,P50996,P54708,Q9Z1W8,Q64436,P09626,A0A6J3A2D3,A0A6J3A4S7,A0A2K6RIS7"
P20671,"P20671,A0A6P3GT56,A0A9B0WYQ3,A0A2K5UG48,A0A2Y9RI75,A0A8C4L520,A0A4U1EI83,A0A8B7ER28,A0A1S3AGE3,H0Y2B9"
P20674,"P20674,Q53CG1,B0VYY1,B0VYX8,B0VYX3,B0VYY0,B0VYX7,B0VYX9,B0VYX2,B0VYX4"
P20700,"P20700,P14733,P70615,P14732,P14731,E9PBF6,A0A8J6KL88,G3V7U4,A6IX67,G1RNS0"
P20701,"P20701,P61625,P24063,A0A2I2ZQ56,G7NQW1,A0A8I3WY54,H2NQN6,A0A8D2F5Y2,Q5NKT6,A0A2J8INX8"
P20702,"P20702,H3BN02,B4DDX0,A0A2I3SQH8,A0A6D2XS61,A0A2R9CEC9,G3S209,A0A2R9C410,A0A2I2Y509,H2QB03"
P20711,"P14173,P22781,P27718,P20711,O88533,A0A8L2Q249,A6KJB5,A0A8I5ZV89,A6KJB3,Q62819"
P20718,"P18291,P20718,P08882,P13366,Q06605,A6KH94,A0A0A0MY24,A0A8L2QRC7,A0A2U3W298,A0A7J8JVF2"
P20719,"P20719,P52949,Q9IA23,G3TRF8,B5SNP1,G3UHT0,A0A8B7A7D3,A0A7G1M395,A1YEU3,A0A2Y9DMS4"
P20742,"P20742,A0A2K6E3A6,A0A1D5QF45,H2NGF7,A0A8D2EJN1,A0A2K5N012,A0A2K5W2C4,G3QT15,B2R950,A0A6D2WXV0"
P20749,"P20749,U3AUK7,H0XHV9,A0A7J8CE13,A0A8C9B045,A0A2K5NJQ5,A0A5F8AJG7,A0A2K6RDL1,A0A8I5NPQ1,A0A2K5YSW9"
P20774,"P20774,Q5RBL2,P19879,A8K0R3,Q5C2Z6,A0A7J7VS57,A0A671FTQ5,A0A7J7VRM8,A0A2K6TZU9,A0A8B7QCB9"
P20783,"P20783,P18280,P20181,Q08DT3,P20783-2,C7S409,A0A6J2ZZ89,A0A5G2QL24,A0A5G2QHH1,A0A8D1UA45"
P20794,"P20794,Q04859,P20793,Q62726,Q9JKV2,A0A140VK28,A0A6J3FJJ8,A0A6J3FJA6,A0A6J3FKA3,A0A6J3FJP0"
P20800,"P20800,Q28470,P12064,Q5NRQ0,A0A2R9BUZ2,A0A2K6CTL3,A0A6J3FBL6,H2N7T0,A0A2K5J7B6,A0A8C9I6P4"
P20807,"P20807,P43368,Q9GLG7,P51186,Q9TTH8,P16259,Q64691,A0A6J0YL68,A0AAJ8CXR5,A0AAX6R741"
P20809,"P20809,A0A2J8IWT7,K7ESD5,A0A2J8R3E7,A0A2J8IWU2,A0A6J3GLY7,P20809-2,A8K3F7,A0A2J8R3C7,A0A6D2XTY7"
P20810,"P20810,P27321,P12675,P08855,P51125,B7Z5T9,P20810-6,E7ES10,B7Z574,Q13940"
P20813,"P20813,P24455,O18809,P12789,P00178,P13107,P15149,P11711,P12790,P33272"
P20815,"P20815,P51538,Q64464,Q64148,P11707,Q7Z447,Q7Z446,A0A2J8Q0E0,Q96RK6,Q6GUQ3"
P20823,"P20823,P15257,P22361,Q90867,Q05041,Q91739,E0YMJ1,E0YMJ2,A0A6P3GKD7,Q5DM49"
P20827,"P20827,P52793,H2Q067,A0A6D2Y8F5,A0A2R8ZSH1,G3R1K1,A0A384ME06,B2R7U1,A0A5F8AJF3,A0A2K5QLP1"
P20839,"P20839,Q6GMG5,D3ZLZ7,A0A2K6S0T4,A0A8C6I1K3,K7CME6,H2QVB7,A0A663D9Q9,K7CGC2,A0A2J8U4N1"
P20848,"P01009,Q5RCW5,P01010,O00394,P20848,P22599,Q00898,P07758,Q00897,Q00896"
P20849,"P20849,Q05722,A0A8M1MQZ8,A0A452U3L7,A0AAJ7M2S0,A0A834ANY2,A0A834EDP8,A0A7J8GNH5,A0A7J8GNM4,A0A384BKF1"
P20851,"P20851,Q28066,Q5VVQ7,A0A6D2X2V0,A0A2J8V6P1,G3R971,A0A6D2WPX6,A0A2J8QVR3,A0A2J8QVV4,A0A2R9AXB3"
P20853,"P20851,Q28066,Q5VVQ7,A0A6D2X2V0,A0A2J8V6P1,G3R971,A0A6D2WPX6,A0A2J8QVR3,A0A2J8QVV4,A0A2R9AXB3"
P20908,"P20908,Q9JI03,Q60467,Q9UML4,A0A8D2EWE9,A0A2K6Q1M5,A0A8C9IAY3,A0A8C9I825,A0A2K5VC30,A0A8D2EWN1"
P20916,"P07722,P20916,A6JA32,A0A484H7G0,A0A4W2E303,A0A2Y9PFG6,L8IHS1,A0A8D1IZW8,H0XIJ4,A0AAD4TV41"
P20929,"P20929,A0A2J8V7F6,P20929-3,H0Y786,A0A2J8PPF5,Q96MF8,B7Z6P9,B7Z6B9,A0A2J8PPG2,B3KUC9"
P20930,"P20930,I0B0K8,I0B0K6,I0B0K5,Q4JFL9,I0B0K3,H2R8N0,A0A8I5YPL0,A0A0U4ZTZ3,A0A0D9S5Q5"
P20933,"P20933,Q4R6C4,A0A2K5DEN1,A0A8C9HM13,A0A2K6K5V5,A0AAJ7HSQ2,A0A2K6NTT0,G3QX96,A0A2R9BM07,A0A8D2G0V9"
P20936,"P20936,B4DTL8,Q59GK3,A0AAJ7IEU0,A0A4X1TA99,A0A4X1TAG6,A0A803SN63,A0A803T1W0,A0A803TR68,A0A803SV23"
P20941,"P20941,O77560,Q9XS39,P41686,P19632,P20942,P20941-3,Q52LP8,P20941-2,A0A2I2ZPK6"
P20963,"P20963,P29329,A0A8V8TPB2,A0A2J8LLY1,G3RQW3,A0A096MXS4,Q09TK4,Q09TK2,A0A8D2EQI1,A0A2K6DKB5"
P21108,"P21108,P38063,A0A1U7QZC9,A0AAR2JAG4,Q32M04,A0A8J6GG69,A0A1S3FSC4,A0A2R8N7F1,A0A6P6ICH6,A0A8D2CUN6"
P21127,"P21127,A0A811ZKK1,A0A8C0KGC8,A0A2Y9GIN7,A0A2Y9GM81,A0A2Y9GIN5,A0A452T246,A0A2K5ELN4,A0A1U7SRY2,A0A1U7T358"
P21128,"P21128,Q3V188,A6QLQ8,A0A8J8XSV9,F7GZB4,A0A2K5TLU3,A0A2K6D3W7,A0A2K6D3Y9,H9F739,A0AAJ7DPH0"
P21145,"P21145,Q64349,O09198,F7HP25,A0AAJ7M3H7,A0A2K6Q152,A0A2K6K228,A0A2K5IV96,G7PMP6,A0A8J8XHP9"
P21217,"P21217,O19058,Q8HYJ5,P56434,Q8HYJ6,Q9GKU6,P51993,Q8HYJ4,Q11128,Q8HYJ7"
P21246,"P21246,P21782,A0A2I3MA72,K7EV95,H2QVF8,A0A6D2XTJ2,A0A2K5KHQ8,A0A8C9IRC1,A0A0D9R969,A0A2K5ZZE2"
P21266,"P21266,Q6FGJ9,Q59EJ5,A0A2K5HCS6,A0A8C9HZ98,G3R444,A0A6D2Y5Z8,A0A2K6L424,A0A2K6PV18,A0AAJ7H9U7"
P21281,"P21281,P31407,A0A096MY74,A0A140VK65,H2QVT8,A0A2K6RJ83,A0A6D2X354,A0A2R9CR87,A0A8C9LSG5,A0A8D2G1U1"
P21283,"P21283,Q4R5H9,Q5RDQ7,Q9Z1G3,Q5FVI6,P21282,A0A024R9I0,A0A2J8UFM2,H2RD64,A0A6D2WYH4"
P21291,"P50461,P21291,P47875,Q5RCT4,Q62908,Q05158,A2TDB8,G3QQ67,F7BPV8,A0A9W3GZN8"
P21333,"P21333,Q8BTM8,Q14315,Q60FE5,Q86TQ3,Q96C61,A0A2R8ZM70,Q6NXF2,A0A2I2V3V8,A0A091DXJ9"
P21359,"P21359,Q04690,A0A4W2E6L1,G9KD42,A0A5N4D161,Q8WMY7,Q8WMZ1,A0A1U7RJ90,A0A212D801,G9KD47"
P21397,"P21397,Q6Q2J0,O18851,Q53YE7,P21397-2,Q5ULA3,A0A8I5KP93,Q5ULA9,A0A6J3G9H6,A0A2K5I5E0"
P21399,"P21399,Q0VCU1,P28271,Q01059,Q63270,V9HWB7,Q9HBB2,A0A5F9D787,A0A5F9DMI1,G1TAN9"
P21439,"P21439,A0AAJ7DK11,A7J1S3,A8HT68,I7CY13,I7D7J8,I7CAJ8,A0A2K6S200,A0A2K6S218,A0A2I3N0H3"
P21452,"P21452,P79218,P05363,A6NEW7,A0A2I3RER3,A0A2R9A971,K9J963,A0A2J8NUY4,G3SGS6,A0AAJ7HGX7"
P21453,"P21453,P48303,O08530,Q5E9P3,Q7L853,A0A8I5NAG1,Q9BF58,I7GP62,H9EUW9,A0A2K5NVH6"
P21462,"P21462,P79176,P79235,P79241,P79189,P33766,P79191,M0QZT0,A0A2J8Q6V4,M0R315"
P21549,"P21549,B2RCY4,G3RFG7,A0A2J8IUR8,A0A2R8ZTW4,A2V838,A0A0D9R0U4,Q9TTP9,Q9TTP2,Q9TTQ0"
P21554,"P21554,Q71SP5,Q5IS73,O02777,Q98895,Q333S9,P20272,P47746,Q9PUI7,Q98894"
P21579,"P21707,P21579,P46096,Q707P0,A0A8C2NDT9,A0A8C2NE89,A0A452GAR9,A0A452GBF6,A0A6P5KTL2,A0A6P5KVB4"
P21580,"P21580,Q4R8W3,Q60769,D3TTZ5,D3TTY6,Q5VXQ8,A0A2J8X9R5,A0A2J8PSM2,D3TTZ0,Q5VXQ9"
P21583,"P20826-2,P21583,A0A6P7RBG6,A0A8C6QJQ9,A0A8C6MWK7,A0A6P5QML1,A0A5F8AJ05,A0A096MTX3,H9F1F9,A0A7N9CYJ6"
P21589,"P21589,P21588,A0A2I4HXH5,Q61503,B6EWW8,F8S0Z7,Q05927,A0A667G5F0,A0A673TDM5,A0AA40HVH2"
P21673,"P21673,Q01612,Q28999,P49431,P48026,Q9JHW6,Q8AXL1,A0A384NQ10,H2QYE7,A0A6D2X3R6"
P21675,"P21675,Q80UV9,Q60544,Q8IZX4,P21675-14,A0A4X1VUL0,A0A8D1ZLJ9,I3LP77,A0A8D1H705,A0A643BPL2"
P21695,"P21695,O35077,P13707,P08507,Q5RCE0,O57656,A0A024R138,A0A8D2HCH6,A0A2K5UW48,A0A286X861"
P21709,"P21709,Q60750,A8K2T6,A0A8B7GLB9,A0A8B7GKQ0,A0A2K6GIQ6,A0A9B0TIH3,A0AAD4UAC8,A0A6I9M7C5,A0A6J0CRS2"
P21728,"P18901,Q61616,O77680,P50130,P21728,P53454,Q95136,P42291,P42288,P42289"
P21730,"P21730,P79175,P79240,P79188,P30993,P79234,P30992,A0A2K6I1R1,A0A2R8ZUD2,A0A2I2YTC2"
P21731,"P21731,P56486,F7FSX6,G3S6J9,A0A0D9RFE2,A0A2K6RM62,F7FSW7,A0A2K5HRD9,A0A2K5R0W8,F6VZF4"
P21741,"P21741,E9PPJ5,A0A2J8LHC5,A0A6D2XSC5,K6Z7X3,H9FUJ0,A0AAJ7GMZ2,A0A2K6QVB2,A0A2K5NNY6,A0A096MPE6"
P21754,"P21754,P53785,P48832,P48830,P42098,P48833,P48831,E9PFI9,Q2XN66,P21754-3"
P21757,"P21757,B4DDJ5,A0A2K6C0E7,A0A2J8K4D9,A0A2I3S2Z4,A0A6D2XTS6,G7PCL6,A0A2J8X3S7,H2PPM1,A0A2J8X3U1"
P21781,"P21781,Q5RAY8,P48808,Q02195,P36363,Q9N198,Q5D0X0,P79150,A0A7U3JVY2,A0A2J8VBG1"
P21796,"P21796,C9JI87,A0A2J8VQF3,A0A2J8LRV3,A0A1L1UHR1,A0A2J8VQF0,A0A6D2XHX8,H2QRH5,A0A340XMP5,A0AAJ7HED6"
P21802,"P21802,P21803,Q91286,Q91147,A0A6J2D1E3,A0A8U0SV68,A0A8C7ANU4,A0A673SQ31,A0A2J8PBY1,A1YYN9"
P21810,"P21810,Q9GKQ6,A6NLG9,B4DDQ2,Q53HU6,Q5RAY4,G3SQ12,B4DNL4,A0A9Q1HSS8,A0A8C6WMV1"
P21815,"P21815,P31936,Q28862,Q61711,P13839,A0A2K5XXV8,F6TZH2,A0A096NDB1,A0A2K5NFT0,A0A8D2EJ99"
P21817,"P21817,E9PZQ0,F1LMY4,P16960,P11716,B4DET7,A0A8W4FF01,A0A8C4LVB9,H9FIY7,S7P270"
P21854,"P21854,Q5TLG3,A0A2I3HNN6,Q5TLF7,G3RYB4,Q5TLF8,Q5TLF9,Q5TLG0,A0A2I3HHV8,A0A7J8IGV9"
P21860,"P21860,Q5RB22,P21860-4,P21860-5,A0A8C9IZF4,A0A6P6I3H6,Q9NNX2,A0A0P6JAG0,A0A9L0K6H2,A0A9L0SEX5"
P21912,"P21912,H2PY56,A0A6D2XV05,A0A2R9BCD0,G3RJI3,H2N8W2,A0AAQ5BHD9,A0A2K6MW37,A0A2K6CJ19,A0A2K6CJ28"
P21917,"P21917,Q8WTT6,Q8WTT3,K9MAQ3,A0A2J8JVS5,O97514,F7H4T0,A0A8D2G496,H2NCB0,A0A8C9HBK1"
P21918,"P21918,A0A1V4JFC8,A0A8B9DCK0,A0A8B9I045,R0LIJ8,A0A8B9MWG8,A0A7L2VF78,A0A7K4J5U5,A0A8J4IVK4,A0A7L2B0U7"
P21926,"P21926,P30409,A0A2R9A6U5,G1QTK8,A0A2K5I1N8,A0A2K6MGC1,A0A2K6MGD9,A0AAJ7MQS6,A0A8C9J3T6,A0A2J8TB17"
P21941,"P21941,A0A8C0PVE1,A0A8C0MEL9,A0A8I3N600,A0A8P0PNR2,A0A485PAQ5,A0A9W2V927,A0A7J7X5S3,A0A8C6QI38,A0A2K6G282"
P21953,"P21953,P21839,P35738,Q6P3A8,A0A140VKB3,A0A2J8PVN8,B7ZB80,M3Z323,A0A8U0MRY8,M1EJU0"
P21964,"P21964,P22734,O88587,A0A140VJG8,E7EMS6,B8XPJ8,B8XPJ7,A0A2I3G7Q3,P21964-2,H2QL91"
P21980,"P21980,Q01841,P21981,Q9WVJ6,P08587,V9HWG3,A0A2R9A118,A2A2A0,A2A299,A0A2K6Q272"
P22001,"P22001,P22001-4,P22001-5,H9FKX1,A0A340WR27,A0A341B4U0,A0A8J6AEP7,A0A4V5P7J8"
P22003,"P22003,P49003,M9VUD0,H2PJF6,A0A2K6RVH4,F7H4M7,A0A6D2XLQ7,H2QT84,A0A2K5MWP5,A0A8C9LHS2"
P22004,"P22004,P20722,B4DUF7,G3QF30,K7BPH2,K7D087,A0A6D2Y339,H2QS99,A0A2R8Z6Y8,A0A5K1VEE0"
P22033,"P22033,Q8HXX1,Q5RFN2,Q9GK13,Q8MI68,Q23381,A0A024RD82,A0A2S1PH13,T1WHH0,A0A2S1PH46"
P22059,"P22059,P16258,Q3B7Z2,A0A8J5ZRT7,A0A452DT16,A0A8B8TQT0,A0A341BNF9,F1RMJ9,A0A8D0Y765,A0A480VBR5"
P22061,"P22061,P80895,Q5RA89,P15246,P23506,A0A384MDK7,A0A8B8Z1A1,G1SDF2,A0A7J7YNK4,A0A7J7YNJ9"
P22079,"P22079,Q5SW46,Q8R481,F5H386,A0AAJ7M547,A0AAJ7GUN7,A0AAJ7GUQ6,A0A2K6KU10,G7NHR9,G7PUF6"
P22083,"P22083,Q659K9,P22083-2,A0AAJ7HYE3,A0A8D2EXD3,A0A2J8XWP0,A0A0D9S960,A0A8I5N7T3,A0A663DBQ9,K7AZS5"
P22087,"P22087,H2QGB6,A0A6D2W0V8,A0A2R9B441,A0A2K5K6Q7,B4DLD4,A0A2J8QFR1,A0A439CY58,A0A4Z0XXP5,I7GIX2"
P22102,"P22102,P22102-2,A0A8I5N288,Q71VH3,G8F4U9,A0A8C8ZRH6,A0A2I3T1L1,K7DP58,A0A2K6PGJ5,A0A8D2GDN2"
P22105,"P22105,A0A140T956,A0A3B3ISX9,P22105-2,Q9NPK7,B6RHJ5,A0A9W2VRH0,A0A9W2VRS4,A0A9W2VR86,A0A9W2VRG9"
P22223,"P22223,P33145,P19535,A0A2K6RCT1,A0AAJ7DLA3,A0A2K6RCT7,F6ZMA4,U3AT58,A0A2K6RCS8,A0A2J8VVD5"
P22234,"P22234,E9PBS1,D6RF62,B4DGX3,G1KIB3,A0A9Q1E5D3,Q2HJ26,A0A4W2FAI0,A0A6P3J2P0,A0A8B9YLS8"
P22301,"P22301,A2T6Z6,P51496,P46651,Q5Q0V6,P79338,P51497,P47965,Q9JHK7,P48411"
P22303,"P22303,P21836,O62763,P37136,C9JD78,A0A2J8Q8T1,A0A2J8Q8X1,A0A498U6H7,A0A1A6HWX7,U3EHD2"
P22304,"P22304,Q08890,B4DIX1,B3KWA1,E5RHJ1,A0A2K6BL30,A0A2K5K9H6,F7EJG2,A0A2K6S8A0,K6ZGI9"
P22307,"P22307,A0A384NY87,P22307-4,A0A2K5WYI9,A0A2K5WYK2,B2R761,A0A2I3GK28,A0A0D9S792,H2PZ17,A0A6D2XG92"
P22309,"P22309,Q64634,Q64638,Q28612,Q64633,Q6ZQM8,Q64637,P19224,P22310,P35504"
P22310,"P22309,Q64634,Q64638,Q28612,Q64633,Q6ZQM8,Q64637,P19224,P22310,P35504"
P22314,"P22314,Q29504,P31254,A0A024R1A3,P22314-2,Q5JRR9,Q5JRS0,A0A2J8WIL2,A0A2J8JWT8,Q5JRS1"
P22352,"P22352,Q4AEH5,Q4AEH4,Q4AEH3,Q6NXQ3,A0A2J8NJQ6,A0A2R9AM76,A0A6J3FJV7,F7IQI5,A0A2K5Q1L4"
P22362,"P22362,Q76BR7,A0A663DIR7,A0A6D2WX07,H2QCN6,G3RRC3,A0A2R8Z7Z7,G1QLJ5,A0A6P3EJ98,W5PHD5"
P22392,"P22392,Q3T0Q4,Q5RFH3,Q32Q12,C9K028,Q6FHN3,A0A6J3HZY9,A0A2K5PF70,A0A2I2ZFB0,A0A250YA99"
P22413,"P22413,Q9NS95,A0A2R9AHR7,A0A2R9AIM7,A0A2I3SPY7,F7GPN9,A0A8C9HIE9,A0A6J3HKX8,H2R6Y1,A0A2J8PT65"
P22415,"P22415,Q61069,O02818,Q6XBT4,A0A0S2Z4U5,A0A2K6QMZ6,A0A6D2Y182,U3FX38,H9FZC2,K7BZZ6"
P22455,"P22455,Q498D6,D6RJD4,D6R9V0,E7EWF4,D6RG06,A0A2R9BFK6,A0A2J8RDL2,A0A2J8RDP1,A0A2J8RDN8"
P22459,"P15385,Q61423,P22459,Q05037,Q28527,A0A2Y9FBW1,A0A8C2LES4,G3GZ96,A0A1U7QF69,A0A6I9L3E7"
P22460,"P22460,P19024,Q61762,P79197,P50638,P22460-2,A0A2K6AN53,F6WG11,G7N5L3,A0A8D2K075"
P22466,"P22466,A0A5F7ZDE0,A0A2K6DL57,A0A8J8XLD4,G7NBV1,G7PP53,A0A2K5TWJ7,H2NCK9,H2Q4A2,A0A6D2XFF0"
P22492,"Q07133,P06349,P06348,P40286,P22492,A0A8C6GA36,A0A6P5QWP3,I7HFT9,A6KLN1,A0A8B7EQR6"
P22528,"P22528,A0A2J8VFI2,A0A2K5KIS5,A0AAJ7DCP5,H0XEA3,A0A8I5N9P4,A0A8D2FKR6,A0A8I3WE52,A0A6J3GSJ4,A0A2K5D3H1"
P22557,"P22557,Q3ZC31,Q5R557,A0A8I5NJL5,A0A8J8YCY7,F6VBC4,A0A2K5WA41,A0A2K6CGE0,A0A8D2GGH2,A0A8B9X0B5"
P22570,"P22570,Q6GSK2,A0AAJ7I4C0,A0AAJ7I457,A0A2K6R7Q4,A0A1D5QNV1,A0A2K6D1D3,A0AAJ7MRN6,A0A0C4DFN8,G2HIJ8"
P22607,"P22607,Q8NI15,P22607-2,Q8NI16,F7FZS3,A0A2K5JY63,A0A2I3LS46,A0A2K6DYA5,A0A2K5V1U0,A0A6D2WP21"
P22612,"P22694,P22612,O62846,B2RB89,A0A2J8WQD2,K7DRS9,A0A6D2WZ45,G1RFR2,A0A2I2ZDX1,A0A8I5NG41"
P22626,"P22626,P51990,P51989,O88569,A7VJC2,Q5RBU8,Q9TTV2,A0A8U0UKP8,A0A9V1FB39,A0A452FNL0"
P22670,"P22670,P48377,A0A6D2X6Z9,H2QFJ5,A0A2R9A7M6,A0A2K5NLT2,A0A2I3GEM7,G1RSD7,A0A2R9ACI7,A0A8C6H3R3"
P22674,"P22674,P0C242,A0A3Q7R0U3,A0A6J2DWC6,A0A452SU69,A0A2U3X2P9,A0A5N4EDE4,A0A1U7U1M0,A0A2K6T9J1,A0A6J3I3A0"
P22680,"P22680,A0A2K5HNG0,F7HS30,A0A8J8YRD5,A0A8J8XBY6,G7PBW5,A0A2K6DCN8,Q3C2E0,A0A2K6PKK0,A0A2K6SPD9"
P22681,"P22681,P22682,Q8K4S7,H2Q4Y2,A0A6D2XCW5,A0A6J3IG26,A0A6J3IF27,A0A8C7AGV4,M3Y236,A0A2Y9KHH6"
P22692,"P22692,P24854,Q05716,F7HF07,K7DL52,A0A2K5MCV1,A0A0D9S313,G1QN01,G3R338,A0A2K6DN41"
P22694,"P22694,P22612,O62846,B2RB89,A0A2J8WQD2,K7DRS9,A0A6D2WZ45,G1RFR2,A0A2I2ZDX1,A0A8I5NG41"
P22695,"P22695,L9KIG1,A0A5E4CAD3,A0A8C6AA07,A0A5E4CAN6,A0A8D2E0P7,A0A8C9QQW1,G3RH94,A0A8B7RWD3,A0A8B7I448"
P22732,"P22732,Q5RET7,Q9WV38,Q8WMN1,P58353,P43427,Q863Y9,K7EJR1,A0A2J8USA3,A0A2J8KXT7"
P22735,"P22735,P22758,Q9JLF6,Q9GLK0,P23606,P22735-2,H0YN27,H0YKI6,H0YLJ6,H0YNM4"
P22736,"P22736,Q0V8F0,H3BPN8,A0A2J8SXM7,H3BSB9,A0A2J8SXL9,P22736-2,H3BT85,A0A2K5NGE6,A0A1V4KXS4"
P22748,"P22748,Q64444,P48283,H2R2R2,A0A6D2WPI2,A0A6D2WU94,G3R792,A0A8I5UGZ8,A0A2R9A4D6,A0A2J8JD88"
P22749,"P22749,A0A2I3STZ0,A0A6D2WAT3,A0A2J8L5N7,A0A2R9A9I9,G3QRT3,B4E3H9,P22749-2,H2QIA0,A0A6D2WND5"
P22760,"P22760,Q7M370,Q0P5B7,A0A8C9LUL8,A0A2K5XEA5,H2QNL7,A0A6D2WRB9,G3QIK6,A0A2R9AXS8,A0A2K6MPT4"
P22792,"P22792,Q9DBB9,A0A2R8ZJ60,A0A0D9SC63,G3RG16,A0A7N9IH33,A0AAJ7HH96,Q5R534,F7B749,A0A8C9LJC6"
P22794,"P22794,P20934,P22794-2,G3RXW9,A0AAJ7MXG3,A0AAJ7MXG2,H2RDA9,A0A2R8ZJ54,A0A2K6E0X1,A0A8D2F8G6"
P22830,"P22830,Q3YA36,O57478,P22315,Q7KZA3,A0A8C9H1Q0,A0A1D5Q3T5,A0A2K5UGZ8,A0A8I5NBQ7,A0A096MPX9"
P22888,"P22888,O02721,P16582,A0A7U3S341,Q53S49,Q4ZFZ4,A0A2K5V283,F5A8F7,A0A096MZQ5,A0A7N9CBI1"
P22891,"P22891,Q9CQW3,H2NKD6,A0A2K5M691,A0A8D2FET6,A0A2K5Z258,A0A2R9AYX9,G3SHG4,A9X173,A0A2K6QUT7"
P22894,"P22894,O88766,O70138,H2Q4N0,A0A6D2Y7H8,H2NF33,A0A2R9A8Y9,G3R051,A8K9E4,A0A2R9A9L1"
P22897,"P22897,Q61830,B4DLK9,A0A096P3M9,H9FB13,H9FL23,A0A2I3N5M5,H2N9W2,A0AAJ7H933,A0A5F7ZG21"
P22914,"P22914,A4L9I8,A2IBY7,P06504,Q5EF38,A0A140CTX8,G3RCE9,Q9UFA7,F7HPE6,A0A8B7I305"
P23025,"P23025,Q64029,A0AAJ7I918,A0A2K6LR60,A0A2K6P3T2,F7DRV0,A0A5F8AFX2,A0A8C9HYC9,A0A2K6AGJ2,K7EUV7"
P23083,"P01764,A0A0B4J1V7,P01780,P01762,P01772,P23083,A0A0C4DH31,A0A2J8PWD8,A0A5C2GGZ4,A0A7S5C428"
P23109,"P23109,P81072,O08739,P10759,Q3V1D3,Q84UX0,A0A836ADU0,E5D0T2,Q6F4B7,E5D0S8"
P23141,"P23141,K7AH75,Q6LAP9,A0A2J8MWP4,K7D307,K7C7K7,Q2WG84,A0A8I3B1H7,K7AAK5,A0A2J8MWR4"
P23142,"P23142,P23142-2,B1AHM6,B1AHM7,A0A2J8LMJ6,A0A2J8LMI7,A0A8C5V5U5,A0A8C8ZJN9,A0A2K5DTU8,G3SBA2"
P23193,"P23193,O75764,P23881,A0A384MTX4,K7ETK3,H9FZ09,A0A2I3LGQ0,A0A0D9RQA8,A0A2K5Y4K9,G1QJV4"
P23219,"Q05769,P35355,P23219,Q8HZR1,Q5W9H8,Q63124,A0A6I9LJY9,Q3UMR6,A0A1U7QJE4,Q8VH41"
P23229,"P23229,P26007,Q61739,A0A2I3TGE1,A0A6D2W9D6,A0A2I2Z7N1,H2P7U3,A0A2R8ZSB1,A0A2R8ZTI9,A0A2R8ZY68"
P23246,"P23246,A0A8Q3WMA7,A0A384N5Z8,H2N816,K7BPE0,A0A803KLR8,Q9BSV4,Q86VG2,A0A2I3RZ14,P23246-2"
P23258,"P23258,Q0VCD2,A0A2J8RF31,H2QD29,G7NIM0,A0A8B7EVV7,A0A2K6QS78,A0A8J8Y401,H0X1H2,A0A6D2WDI4"
P23276,"P23276,A0A077QP03,A0A7S9FT42,A0A2J8QUF0,A0A0D9R4Q3,A0A2K6CYI6,U4PCV3,A0A8D9FW36,A0A077QPI2,C7TP28"
P23280,"P23280,Q865C0,P08060,P18915,B4DUH8,A0A2K5N8A3,G3SEJ4,A0A2K6BFU4,H2PXY2,A0A6D2WCD1"
P23284,"P23284,A0A663D824,F7HFK5,A0A2K6Q3I8,A0A2K5NBQ5,A0A8I5R512,A0A8C9IK70,A0A2K5XXM6,G3R669,A0A2K5UAH0"
P23297,"P23297,Q5RC36,Q5T7Y6,A0A0S2Z4H2,I0FN54,A0A8I3B2R8,U3D200,A0A2J8VFM7,K7CXL2,I7GDD2"
P23327,"P23327,P16230,A0A5F8APL3,Q2M1I0,M0QZ43,A0A8D2GAV8,A0A2I3LIB5,A0A2K6N4I6,A0A2K6RC61,A0A8B9XVB1"
P23352,"P23352,Q90369,A0A2K5V3P9,A0A7N9CUE6,A0A2R9BK84,C9K113,C9K111,C9K109,C9K120,A0A7N9IHP1"
P23368,"P23368,Q99KE1,A0A1W2PQH3,A0A9J7FCB0,G3HTR9,A0A061IE72,A0A0G2K502,D3ZJH9,A0A8C8UJS0,A0A6I9KYE4"
P23378,"P23378,Q91W43,P15505,A0A1W2PPB1,A0A1W2PPE1,A0A8C0N8L6,A0A8C0S8F7,A6I0Y1,A0A6G1BER7,A0A8B7T8D5"
P23381,"P23381,Q5R4J1,P17248,A0A024R6K8,A0A5S6R843,H2R965,Q5RCX9,A0A2R9C6X6,A0A2J8QM03,A0A8I3B0D0"
P23396,"P23396,Q3T169,Q0Z8U2,P62908,E2RH47,G1TNM3,P62909,Q90YS2,Q5R465,E9PSF4"
